"ID","TUTORIAL_ID","NAME","DISPLAY_SEQ","CONTENT","CREATED","CREATED_BY","UPDATED","UPDATED_BY"
95519916158275603442217197932263393857,94172526449499528049838069157934586509,"How to group your data",41,"<p>What we need to do is group the data by each stock ticker symbol so we need to use the PARTITION BY clause</p>
<p>Let's amend our example and now we do it the right way by adding a PARTITION BY clause:</p>
<code>SELECT * FROM ticker 
MATCH_RECOGNIZE (
 PARTITION BY symbol ORDER BY tstamp 
 MEASURES e.tstamp as st, e.symbol as s, e.price as p 
 ONE ROW PER MATCH 
 PATTERN (e) 
 DEFINE 
 e AS price=price);
</code>
<p>There is more information about PARTITION BY and ORDER BY in section 14 of this tutorial</p>",06-FEB-17 12.10.18.717655000 PM,"KEITH.LAKER@ORACLE.COM",18-DEC-18 02.36.32.620796000 PM,"SHARON.KENNEDY@ORACLE.COM"
95519916158504090422124362846282861121,94172526449499528049838069157934586509,"Correct number of rows?",42,"<p>Now let's change our simple pattern and test to see if the timestamp in the current row is greater than the timestamp in the previous row. Which it obviously will be because we are ordering by the timestamp column. The new pattern is described within the DEFINE clause.
</p> 
<p>How many rows will be returned when you run this query?
</p>

<code>SELECT * FROM ticker 
MATCH_RECOGNIZE (
 PARTITION BY symbol ORDER BY tstamp 
 ALL ROWS PER MATCH 
 PATTERN (e+) 
 DEFINE 
  e AS tstamp > prev(tstamp));
</code>

<p>You should be expecting to see 60 rows returned because that is how many rows are in our source table. So why do we only get 57 rows returned and not 60?
</p>
<p> This answer is because the very first record in each partition has no previous timestamp to compare it with, therefore, the first record in each partition is not matched. As we have three partitions (3 symbols: ACME, GLOBEX, OSCORP) that means we lose three rows.</p>",06-FEB-17 12.20.15.352258000 PM,"KEITH.LAKER@ORACLE.COM",18-DEC-18 02.36.42.852881000 PM,"SHARON.KENNEDY@ORACLE.COM"
95519916158822037912683010319230585409,94172526449499528049838069157934586509,"Using ALWAYS TRUE events",43,"<p>To correct the ""missing first row"" issue we need to add an always true event to our PATTERN clause, as shown below.
</p>
<p>This query will now return all 60 rows from our dataset as expected because the timestamp for each row is greater than the timestamp in the previous row.
</p>
<code>SELECT * FROM ticker 
MATCH_RECOGNIZE (
 PARTITION BY symbol ORDER BY tstamp 
 ALL ROWS PER MATCH 
 PATTERN (strt e+) 
 DEFINE 
  e AS tstamp > prev(tstamp));
</code>",06-FEB-17 12.35.19.953433000 PM,"KEITH.LAKER@ORACLE.COM",18-DEC-18 02.36.51.790941000 PM,"SHARON.KENNEDY@ORACLE.COM"
95519916159066240928245165412521232961,94172526449499528049838069157934586509,"Checking results",44,"<p>How can we check the results from our MATCH_RECOGNIZE query? We can use two of the built-in measures to help us make sure that our pattern is being correctly applied to our data set. These two measures are CLASSIFIER and MATCH_NUMBER().
</p>
<p>Let's run the code below and focus on the results just for symbol ACME by adding a WHERE clause.
</p>
<code>SELECT * FROM ticker 
MATCH_RECOGNIZE (
PARTITION BY symbol ORDER BY tstamp 
MEASURES classifier() event, 
         match_number() match 
ALL ROWS PER MATCH 
PATTERN (strt e+) 
DEFINE 
 e AS tstamp > prev(tstamp))
WHERE symbol='ACME';
</code>
<p>What you should see is that the first row (01-Apr-11) is mapped to our always-true event ""STRT"" and all the other rows in our partition are mapped to our timestamp-based event ""E"".</p>",06-FEB-17 12.46.59.876128000 PM,"KEITH.LAKER@ORACLE.COM",18-DEC-18 02.37.08.960141000 PM,"SHARON.KENNEDY@ORACLE.COM"
95519916159074703408982467816744176193,94172526449499528049838069157934586509,"MATCH_NUMBER and partitions",45,"<p>Now let's look at what happens to our MATCH_NUMBER() function within each PARTITION by removing the WHERE clause.
</p>
<p>Let's run the code below:
</p>
<code>SELECT * FROM ticker 
MATCH_RECOGNIZE (
PARTITION BY symbol ORDER BY tstamp 
MEASURES e.tstamp as t, 
         e.symbol as s, 
         e.price as p, 
         classifier() event, 
         match_number() match 
ALL ROWS PER MATCH 
PATTERN (strt e+) 
DEFINE 
 e AS tstamp > prev(tstamp));
</code>
<p>What you should see is that the first row (01-Apr-11) in each partition is mapped to the ""STRT"" event and the MATCH_NUMBER function starts at 1 within each partition.</p>",06-FEB-17 12.49.21.007299000 PM,"KEITH.LAKER@ORACLE.COM",18-DEC-18 02.37.20.791338000 PM,"SHARON.KENNEDY@ORACLE.COM"
95523525717113967070932714709261674718,94172526449499528049838069157934586509,"Part 3: Searching for V-Shaped Patterns",46,"<p>Now let's build a slightly more complex example where we search our dataset for V-shaped trading patterns, i.e. where the price goes down and then the price goes up.
</p>
<p>Below we have changed the PATTERN and DEFINE clauses to use an always-true event (so we can capture the first row in each partition) as before along with two pattern variables that will test the value of the price in the current row against the price in the previous row</p>
<p>Let's run the code:</p>

<code>SELECT *
FROM Ticker 
MATCH_RECOGNIZE (
 PARTITION BY symbol
 ORDER BY tstamp
 MEASURES 
  FIRST(DOWN.tstamp) AS start_ts,
  LAST(DOWN.tstamp) AS bottom_ts,
  LAST(UP.tstamp) AS end_ts
 ONE ROW PER MATCH
 AFTER MATCH SKIP PAST LAST ROW
 PATTERN (STRT DOWN+ UP+)
 DEFINE
  DOWN AS price < PREV(price), 
  UP AS price > PREV(price)
) MR
ORDER BY MR.symbol, MR.start_ts;
</code>
<p>You should see 6 rows returned</p> 
<p>The following sections will explain each of the main keywords in more detail.</p>",06-FEB-17 12.56.37.102717000 PM,"KEITH.LAKER@ORACLE.COM",18-DEC-18 02.37.32.905057000 PM,"SHARON.KENNEDY@ORACLE.COM"
95135412885674036825671476906071564924,95114558141387237177774563848501259509,"Product and Geography Hierarchies",70,"<p>Use the following statements to create additional attribute dimension and hierarchies with support for German.</p>

<p>Product attribute dimension.</p>

<code>CREATE OR REPLACE ATTRIBUTE DIMENSION product_attr_dim
  CLASSIFICATION caption VALUE 'Product Attribute Dimension'
  CLASSIFICATION description VALUE 'Product attributes and levels'
  CLASSIFICATION caption VALUE 'Produkt-Attribute und Ebenen' LANGUAGE 'GERMAN'
  CLASSIFICATION description VALUE 'Produkt-Attribute und Ebenen' LANGUAGE 'GERMAN'
USING product_dim 
ATTRIBUTES
 (department_id
    CLASSIFICATION caption VALUE 'Department Key Value'
    CLASSIFICATION description VALUE 'Department Key Value'
    CLASSIFICATION caption VALUE 'Abteilungs-ID-Wert' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Abteilungs-ID-Wert' LANGUAGE 'GERMAN',
  department_name
    CLASSIFICATION caption VALUE 'Department Text Value'
    CLASSIFICATION description VALUE 'Department Text Value'   
    CLASSIFICATION caption VALUE 'Abteilung Text Wert (Englisch)' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Abteilung Text Wert (Englisch)' LANGUAGE 'GERMAN',
  department_name_de
    CLASSIFICATION caption VALUE 'Department Text Value (German)'
    CLASSIFICATION description VALUE 'Department Text Value (German)'   
    CLASSIFICATION caption VALUE 'Abteilung Text Wert' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Abteilung Text Wert' LANGUAGE 'GERMAN',
  category_id
    CLASSIFICATION caption VALUE 'Category Key Value'
    CLASSIFICATION description VALUE 'Category Key Value'
    CLASSIFICATION caption VALUE 'Kategorie-ID-Wert' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Kategorie-ID-Wert' LANGUAGE 'GERMAN',
  category_name
    CLASSIFICATION caption VALUE 'Category Text Value'
    CLASSIFICATION description VALUE 'Category Text Value' 
    CLASSIFICATION caption VALUE 'Kategorien Text Wert (Englisch)' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Kategorien Text Wert (Englisch)' LANGUAGE 'GERMAN',
  category_name_de
    CLASSIFICATION caption VALUE 'Category Text Value (German)'
    CLASSIFICATION description VALUE 'Category Text Value (German)' 
    CLASSIFICATION caption VALUE 'Kategorien Text Wert' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Kategorien Text Wert' LANGUAGE 'GERMAN')
LEVEL DEPARTMENT
    CLASSIFICATION caption VALUE 'Department'
    CLASSIFICATION description VALUE 'Department Aggregate Grouping'
    CLASSIFICATION caption VALUE 'Abteilungsebene' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Abteilung Aggregatgruppierung' LANGUAGE 'GERMAN'
  KEY department_id
  MEMBER NAME 
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN department_name_de
      ELSE department_name
    END
  MEMBER CAPTION
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN department_name_de
      ELSE department_name
    END
  MEMBER DESCRIPTION
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN department_name_de
      ELSE department_name
    END
  ORDER BY department_name
LEVEL CATEGORY
  CLASSIFICATION caption VALUE 'Category'
  CLASSIFICATION description VALUE 'Category Aggregate Grouping'
  CLASSIFICATION caption VALUE 'Kategorien Ebene' LANGUAGE 'GERMAN'
  CLASSIFICATION description VALUE 'Kategorie Aggregatgruppierung' LANGUAGE 'GERMAN'
  KEY category_id
  MEMBER NAME
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN category_name_de
      ELSE category_name
    END
  MEMBER CAPTION
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN category_name_de
      ELSE category_name
    END
  MEMBER DESCRIPTION
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN category_name_de
      ELSE category_name
    END
  ORDER BY category_name
  DETERMINES(department_id)
ALL MEMBER NAME 'ALL PRODUCTS';</code>

<p>Product hierarchy.</p>

<code>CREATE OR REPLACE HIERARCHY product_hier
  CLASSIFICATION caption VALUE 'Product Hierarchy'
  CLASSIFICATION description VALUE 'Product Hierarchy'
  CLASSIFICATION caption VALUE 'Produkthierarchie' LANGUAGE 'GERMAN'
  CLASSIFICATION description VALUE 'Produkthierarchie' LANGUAGE 'GERMAN'
USING product_attr_dim
 (CATEGORY
  CHILD OF department);</code>

<p>Geography attribute dimension.  Note that German is available in the dimension table for only the Region and Country levels.</p>

<code>CREATE OR REPLACE ATTRIBUTE DIMENSION geography_attr_dim
  CLASSIFICATION caption VALUE 'Geography Attribute Dimension'
  CLASSIFICATION description VALUE 'Geography attributes and levels'
  CLASSIFICATION caption VALUE 'Erdkunde-Attribute und Ebenen' LANGUAGE 'GERMAN'
  CLASSIFICATION description VALUE 'Erdkunde-Attribute und Ebenen' LANGUAGE 'GERMAN'
USING geography_dim
ATTRIBUTES
 (region_id
   CLASSIFICATION caption VALUE 'Region Key Value'
    CLASSIFICATION description VALUE 'Region Key Value'
    CLASSIFICATION caption VALUE 'Region-ID-Wert' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Region-ID-Wert' LANGUAGE 'GERMAN',
  region_name
    CLASSIFICATION caption VALUE 'Region Text Value'
    CLASSIFICATION description VALUE 'Region Text Value'
    CLASSIFICATION caption VALUE 'Region-Text-Wert (Englisch)' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Region-Text-Wert (Englisch)' LANGUAGE 'GERMAN', 
  region_name_de
    CLASSIFICATION caption VALUE 'Region Text Value (German)'
    CLASSIFICATION description VALUE 'Region Text Value (German)'
    CLASSIFICATION caption VALUE 'Region-Text-Wert' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Region-Text-Wert' LANGUAGE 'GERMAN', 
  country_id
    CLASSIFICATION caption VALUE 'Country Key Value'
    CLASSIFICATION description VALUE 'Country Key Value'
    CLASSIFICATION caption VALUE 'Land-ID-Wert' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Land-ID-Wert' LANGUAGE 'GERMAN',
  country_name
    CLASSIFICATION caption VALUE 'Country Text Value'
    CLASSIFICATION description VALUE 'Country Text Value'
    CLASSIFICATION caption VALUE 'Land-Text-Wert (Englisch)' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Land-Text-Wert (Englisch)' LANGUAGE 'GERMAN',
  country_name_de
    CLASSIFICATION caption VALUE 'Country Text Value (German)'
    CLASSIFICATION description VALUE 'Country Text Value (German)'
    CLASSIFICATION caption VALUE 'Land-Text-Wert' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Land-Text-Wert' LANGUAGE 'GERMAN',
  state_province_id
    CLASSIFICATION caption VALUE 'State/Province Key Value'
    CLASSIFICATION description VALUE 'State/Province Key Value'
    CLASSIFICATION caption VALUE 'aBundesland-ID-Wert' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Bundesland-ID-Wert' LANGUAGE 'GERMAN',  
  state_province_name
    CLASSIFICATION caption VALUE 'State/Province Text Value'
    CLASSIFICATION description VALUE 'State/Province Text Value'
    CLASSIFICATION caption VALUE 'Bundesland-Text-Wert (Englisch)' LANGUAGE 'GERMAN'
    CLASSIFICATION description VALUE 'Bundesland-Text-Wert (Englisch)' LANGUAGE 'GERMAN'
  )
LEVEL REGION
  KEY region_id
  ALTERNATE KEY region_name
  MEMBER NAME
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN region_name_de
      ELSE region_name
    END
  MEMBER CAPTION
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN region_name_de
      ELSE region_name
    END
  MEMBER DESCRIPTION
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN region_name_de
      ELSE region_name
    END
  ORDER BY region_name
LEVEL COUNTRY
  KEY country_id
  MEMBER NAME
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN country_name_de
      ELSE country_name
    END
  MEMBER CAPTION
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN country_name_de
      ELSE country_name
    END
  MEMBER DESCRIPTION
    CASE
      WHEN sys_context('USERENV','LANGUAGE') LIKE 'GERMAN%'
        THEN country_name_de
      ELSE country_name
    END
  ORDER BY country_name
  DETERMINES(region_id)
LEVEL STATE_PROVINCE
  KEY state_province_id
  -- Note:  State/Province names only provided in English.
  MEMBER NAME state_province_name
  MEMBER CAPTION state_province_name
  MEMBER DESCRIPTION state_province_name
  ORDER BY state_province_name
  DETERMINES(country_id)
ALL MEMBER NAME 'ALL CUSTOMERS';</code>

<p>Geography hierarchy.</p>

<code>CREATE OR REPLACE HIERARCHY geography_hier
  CLASSIFICATION caption VALUE 'Geography Hierarchy'
  CLASSIFICATION description VALUE 'Geography Hierarchy'
  CLASSIFICATION caption VALUE 'Geographische Hierarchie' LANGUAGE 'GERMAN'
  CLASSIFICATION description VALUE 'Geographische Hierarchie' LANGUAGE 'GERMAN'
USING geography_attr_dim
 (state_province
  CHILD OF country
  CHILD OF region);</code>

<p>Set NLS_LANGUAGE = AMERICAN</p>

<code>ALTER SESSION SET nls_language = AMERICAN;</code>

<p>Query attributes and hierarchical attributes from the PRODUCT_HIER hierarchy.  Note that both English and German are available from attributes and the hierarchical attributes return English values.</p>

<code>SELECT
  department_name,
  category_name,
  department_name_de,
  category_name_de,
  member_name,
  member_caption,
  member_description
FROM product_hier
WHERE level_name = 'CATEGORY'</code>;

<p>Set NLS_LANGUAGE = GERMAN</p>

<code>ALTER SESSION SET nls_language = GERMAN;</code>

<p>Query attributes and hierarchical attributes from the PRODUCT_HIER hierarchy.  Note that the attributes continue to return English and German values and the hierarchical attributes now return German values.</p>

<code>SELECT
  department_name,
  category_name,
  department_name_de,
  category_name_de,
  member_name,
  member_caption,
  member_description
FROM product_hier
WHERE level_name = 'CATEGORY'</code>;",02-FEB-17 08.03.14.388960000 PM,"WILLIAM.ENDRESS@ORACLE.COM",22-NOV-19 06.27.42.376827000 PM,"WILLIAM.ENDRESS@ORACLE.COM"
97371311146065714514166543120564103062,97371311146062087736707699233039984534,"The Basics",10,"<p>
The basis of this module is the EMP table of the SCOTT sample schema, particularly these columns.
</p>
<code>select deptno
     , ename
     , sal
  from emp
order by deptno
       , sal;</code>
<p>
Most aggregate functions exist in an analytic variant too. The analytic function call is characterized by the keyword OVER followed by a set of parentheses, optionally containing one or more of three different analytic clauses.
</p><p>
<img style=""max-width:80%; height:auto;"" src=""https://dl.dropboxusercontent.com/s/yq85bcswaw424ev/syntax1.gif""/>
</p><p>
<img style=""max-width:80%; height:auto;"" src=""https://dl.dropboxusercontent.com/s/4ncgrit85jltgt2/syntax2.gif""/>
</p><p>
In the simplest form an empty set of parentheses can be used after OVER, signifying the function is to be applied on all rows of the output. For example using the SUM function to produce a grand total of salaries. (Or try using COUNT or AVG or other functions.)
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over () sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
The first analytic clause is PARTITION BY. Similar to GROUP BY for aggregate functions, the PARTITION BY clause for analytic functions can be used to signify the function is to be applied to groups (partitions) of data. For the SUM function creating subtotals by for example department. (Or try partitioning by JOB or other columns.)
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
The other two analytic clauses are the ORDER BY clause and the so-called WINDOWING clause. The WINDOWING clause specifies a ""window"" of rows (relative to the current row of the output) for the function, like for example the window ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROWS. That window specifies to calculate the function on the rows from the start (unbounded) until the current row - and to give meaning to what is the ""start"" you use the ORDER BY clause to give the rows an ordering (otherwise the ordering is indeterminate and the ""start"" could be any row.) With an ORDER BY and the mentioned windowing clause used on the SUM function we get a running total.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          order by sal
          rows between unbounded preceding
                   and current row
       ) sum_sal
  from emp
order by sal;</code>
<p>
In the example above, the ORDER BY in the analytic clause and the ORDER BY of the query itself is identical, but they need not be. You can have the ordering (and thereby windowing) of the analytic clause be completely different from the final query ORDER BY. (Try different combinations and observe the results.)
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          order by sal
          rows between unbounded preceding
                   and current row
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
All three analytic clauses can be combined if you wish, for example using PARTITION BY to execute the analytics separately for each DEPTNO, which then makes the running total work inside each partition, so the ""start row"" (unbounded preceding) is the row with the lowest salary within each department. The running total is performed completely separately for each partition.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          rows between unbounded preceding
                   and current row
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
The windowing clause can be specified very detailed allowing much more complex windows than a simple running total. Rows can be specified with a certain offset either PRECEDING or FOLLOWING, or the offset may be UNBOUNDED in either direction, or CURRENT ROW is specified. For example a slight variation of the running total can be to replace CURRENT ROW with 1 PRECEDING, which means to calculate the function on all rows from the ""start"" and up to and including the row <em>before</em> the current row - in other words a total of all <em>previous</em> rows.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          rows between unbounded preceding
                   and 1 preceding
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
The previous examples have all used PRECEDING to specify a window of rows that came <em>before</em> the current row in the ordering. We can also ""look ahead"" to rows that come <em>after</em> the current row by using FOLLOWING, for example a kind of ""reversed"" running total.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          rows between current row
                   and unbounded following
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
With FOLLOWING we can also use an offset rather than CURRENT ROW, so we for example can calculate the total for all the rows <em>yet to come</em>.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          rows between 1 following
                   and unbounded following
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
It is also allowed a window that is unbounded in both ends, like this example. But it is not really sensible, as the result is identical to skipping the ORDER BY and the windowing clauses alltogether.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          rows between unbounded preceding
                   and unbounded following
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
The window can also be spefied with offset bounds both for the start and the end of the window. The start and end bounds may both be either preceding or following, or you can have the start be preceding and the end following to get for example a total sum of the previous row, the current row and the following row. (Try different offsets, either preceding or following.)
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          rows between 1 preceding
                   and 1 following
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
When we use ROWS BETWEEN, the offset used for PRECEDING and FOLLOWING specifies a number of rows in the output. If you are using a single column in the ORDER BY clause and it is numeric or date/timestamp, you can instead use RANGE BETWEEN. Using RANGE BETWEEN the window is not specified counting rows, but instead the window is those rows who have a value in the ordering column that is the specified offset less than or greater than the value in the current row. For example we can have a total of salaries for those who earn between 500 less and 500 more than the employee in the current row.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          range between 500 preceding
                    and 500 following
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
Just like ROWS BETWEEN, RANGE windows also do not need to include the current row. The window is always <em>relative</em> to the current row, but it may be specified for example as those who earn between 300 more and 3000 more than the employee in the current row.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          range between  300 following
                    and 3000 following
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
When you specify RANGE BETWEEN and use CURRENT ROW, then CURRENT ROW actually means <em>rows with the same value</em> in the ordering column. This means that if we do the <em>running total</em> using RANGE instead of ROWS, the analytic function output can include data from ""following"" rows if they have the same value - even though CURRENT ROW was specified as the end of the window.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          range between unbounded preceding
                    and current row
       ) sum_sal
  from emp
order by deptno
       , sal;</code>
<p>
It is easier to see what happens if we make two running totals side by side - one with RANGE and one with ROWS. Look at employees that earn the same (within same department) - you'll see the difference between RANGE and ROWS for SCOTT/FORD and MARTIN/WARD.
</p>
<code>select deptno
     , ename
     , sal
     , sum(sal) over (
          partition by deptno
          order by sal
          range between unbounded preceding
                    and current row
       ) range_sal
     , sum(sal) over (
          partition by deptno
          order by sal
          rows between unbounded preceding
                   and current row
       ) rows_sal
  from emp
order by deptno
       , sal;</code>
<p>
The windowing clause needs not be specified. But if you use an ORDER BY clause without any windowing clause (for functions that support windowing clause, some do not), then the default windowing clause is RANGE BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW, as you can observe by comparing the two explicit windowing clauses with no windowing clause.
</p>
<code>select deptno, ename, sal
     , sum(sal) over (
          partition by deptno
          order by sal
          range between unbounded preceding
                    and current row
       ) range_sal
     , sum(sal) over (
          partition by deptno
          order by sal
          rows between unbounded preceding
                   and current row
       ) rows_sal
     , sum(sal) over (
          partition by deptno
          order by sal
          /* no window - rely on default */
       ) def_sal
  from emp
order by deptno
       , sal;</code>
<p>
As a large majority of use cases for analytic functions call for ROWS BETWEEN, a best practice is that whenever you use an ORDER BY clause, then also always use an explicit windowing clause (most often ROWS and once in a while RANGE) even if it happens to match the default.
</p><p>
Another best practice is to ensure consistent results for ROWS BETWEEN by using a column combination for ORDER BY that is unique (within the partition, if any). Many of the examples above using an ordering of SAL together with ROWS BETWEEN could potentially return different results between calls, because it would be indeterminate whether SCOTT or FORD was first in the ordering. So SCOTT could be included in the running total of FORD or vice versa. By adding EMPNO to the ORDER BY, we ensure consistent results.
</p>
<code>select deptno, empno, ename, sal
     , sum(sal) over (
          partition by deptno
          order by sal, empno
          rows between unbounded preceding
                   and current row
       ) sum_sal
  from emp
order by deptno
       , sal
       , empno;</code>
<p>
You now know the basics of the three analytic clauses within OVER () - the partitioning, ordering and windowing clauses. You can play around with changing the examples above and observe the effects.
</p>
<p align=""right"">
<a align=""right"" href=""#R1033440518617548126""><em>Return to module list at the top</em></a>
</p>",24-FEB-17 07.50.59.433500000 AM,"KIBEHA@GMAIL.COM",11-JUN-17 08.58.59.641535000 AM,"KIBEHA@GMAIL.COM"
97932625407649901985365647638624138525,97399059242426665206102153060921522170,"What to include in MEASURES clause",70,"<p>Based on the query that was in the original post I think the following syntax would make it easier to understand what is happening within the pattern matching process and provide useful information about the data that matches the pattern:</p>
<code>SELECT symbol, tstamp, price, first_date, last_date, first_price, last_price, m_n, classi 
FROM ticker 
MATCH_RECOGNIZE(
 PARTITION BY symbol
 ORDER BY tstamp
 MEASURES
   FIRST(b.tstamp) AS first_date,
   LAST(b.tstamp) AS last_date,
   FIRST(b.price) AS first_price,
   LAST(b.price) AS last_price,
   match_number() AS m_n,
 classifier() AS classi
 ALL ROWS PER MATCH
 PATTERN(A B*)
 DEFINE
   B AS (price < PREV(price))
);
</code>
<p>...returns a resultset that includes all the columns from the source TICKER table.</p>",01-MAR-17 03.18.59.746030000 PM,"KEITH.LAKER@ORACLE.COM",18-DEC-18 03.25.50.207719000 PM,"SHARON.KENNEDY@ORACLE.COM"
98773055496726019889767213655600550927,98773055494155843597266512030175220751,"Find fraudulent transactions",40,"<p>The input into MATCH_RECOGNIZE is a SELECT statement that returns the JSON data in a standard relational table format
</p>
<code>SELECT user_id, first_t, last_t, big_amount 
FROM (SELECT 
       TO_DATE(j.transaction_doc.time_id, 'DD-MON-YYYY') as time_id, 
       j.transaction_doc.user_id as user_id,
       j.transaction_doc.event_id as event_id,   
       j.transaction_doc.transfer_id as transfer_id,   
       TO_NUMBER(j.transaction_doc.trans_amount) as amount
     FROM json_transactions j
     WHERE  j.transaction_doc.event_id = 'Transfer')
MATCH_RECOGNIZE(
 PARTITION BY user_id 
 ORDER BY time_id
 MEASURES 
   FIRST(x.time_id) AS first_t, 
   LAST(y.time_id) AS last_t, 
   y.amount AS big_amount
 ONE ROW PER MATCH
 PATTERN (X{3,} Y)
 DEFINE
   X as (amount < 2000) AND 
         LAST(time_id) - FIRST(time_id) < 30,
   Y as (amount >= 1000000) AND 
         time_id - LAST(x.time_id) < 10); </code>
<p>How does this statement breakdown?</p>",09-MAR-17 04.27.56.261022000 PM,"KEITH.LAKER@ORACLE.COM",10-MAR-17 02.16.33.051171000 PM,"KEITH.LAKER@ORACLE.COM"
